15,12,3,3,17,14
1,1,1
1,1.1,1
1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0.5,-1,0
-1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0.5,-1,0
-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,0
-1,-1,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0
-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0
-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0
-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
-1,-1,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0
-1,-1,0.9,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
