30,30,3,3,32,32
1,1,1
1,1.05,1
1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0
0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
0,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0
0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0
0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0
0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0
0,-1,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0
0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0
0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0
0,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0
0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
0,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0
0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,0
0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0
0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0
0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,0
0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,-1,0
0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0
0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,0,0,-1,-1,0,-1,0,0,-1,0
0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0
0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,0
0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,-1,0
0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,0
0,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0
0,-1,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0
0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,0
0,-1,0,0,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
